node_A,node_B,sign
153,430,1
153,943,1
153,994,1
154,182,1
154,197,1
154,210,1
154,234,1
154,332,1
154,514,1
154,603,1
154,607,1
154,680,1
154,861,1
155,462,1
155,583,1
156,237,1
156,453,1
156,532,1
156,606,1
156,631,1
156,703,1
156,709,1
156,887,-1
156,969,1
157,177,1
157,210,1
157,475,1
157,529,1
157,623,1
157,762,1
158,206,1
159,252,1
160,222,1
160,581,1
161,423,1
161,902,1
162,229,1
162,233,1
162,261,1
162,302,1
162,476,1
162,505,1
162,523,1
162,965,1
163,167,1
163,180,1
163,193,1
163,214,1
163,239,1
163,257,1
163,292,1
163,369,1
163,378,1
163,424,-1
163,481,1
163,513,1
163,653,1
164,190,1
164,288,1
164,391,1
164,950,1
165,179,1
165,185,1
165,345,1
166,402,1
166,517,1
168,431,1
168,536,1
169,659,1
169,683,1
170,688,-1
171,596,1
171,625,1
172,577,1
173,198,1
173,285,1
173,305,-1
173,447,1
174,236,-1
174,359,1
174,401,1
174,570,-1
174,824,1
175,576,1
176,305,1
176,324,1
176,541,-1
176,555,1
176,661,1
176,767,1
176,803,1
176,875,1
177,370,1
178,518,1
178,651,1
178,727,1
178,752,-1
178,939,1
179,180,1
180,191,1
180,383,1
181,218,1
181,278,-1
181,497,1
182,470,1
182,717,1
182,880,1
183,943,1
184,618,1
184,760,1
184,895,1
186,333,1
186,438,1
186,644,1
186,654,-1
186,667,1
186,874,1
186,886,1
186,926,1
186,930,1
188,279,1
188,701,-1
190,193,1
190,508,1
191,690,-1
192,244,1
192,297,1
192,590,-1
192,784,1
192,842,1
193,233,1
193,254,1
193,280,1
193,328,1
193,357,1
193,542,1
193,568,1
193,603,1
193,660,1
194,267,1
195,436,1
195,768,-1
195,971,-1
196,261,1
196,318,1
196,385,1
196,419,-1
196,427,1
197,205,1
197,277,1
197,582,1
197,825,1
199,242,1
199,500,1
199,827,1
199,936,1
200,323,1
201,241,1
201,302,1
201,365,1
201,395,-1
201,562,1
201,649,1
201,697,1
201,975,1
201,990,1
203,448,1
203,467,1
203,789,1
204,428,1
204,484,1
204,953,1
206,363,1
206,379,1
206,527,1
206,583,1
206,821,1
206,961,1
207,255,1
208,676,1
208,901,1
209,848,1
210,399,1
210,597,1
210,681,1
210,814,1
210,872,1
212,406,-1
212,464,1
212,804,1
213,282,1
213,357,1
214,224,1
214,331,1
214,337,1
214,344,1
214,426,1
214,486,1
214,506,1
214,551,1
214,975,-1
215,713,1
216,334,1
216,360,1
217,235,1
217,243,1
217,294,1
217,295,1
217,349,1
217,521,1
217,672,1
217,682,1
218,245,1
218,356,1
218,377,1
218,406,1
218,416,1
218,441,1
218,562,1
218,766,1
218,851,1
218,920,1
220,324,1
220,489,1
220,673,1
220,692,1
220,747,1
221,893,1
221,996,1
222,430,1
222,520,1
222,751,1
222,761,1
222,878,1
223,247,1
223,248,1
223,428,1
223,467,1
223,592,1
223,597,1
223,891,1
223,900,1
225,486,1
225,599,1
225,726,-1
226,375,1
226,438,1
226,598,1
226,847,1
226,973,1
228,813,-1
229,271,1
229,310,1
229,390,1
229,449,1
229,508,1
229,573,1
229,765,1
229,922,1
231,469,-1
234,367,1
234,527,1
234,883,1
235,345,1
235,358,1
235,683,1
235,706,1
237,916,1
238,373,-1
238,392,1
238,411,1
238,421,1
239,347,1
239,530,-1
239,969,1
240,387,1
240,602,1
240,931,-1
241,280,1
241,981,1
242,320,1
242,494,1
242,520,1
243,262,1
243,339,1
243,616,1
243,665,1
243,756,1
246,368,1
246,731,1
246,842,1
246,995,1
246,997,1
248,312,1
248,388,1
248,480,1
248,534,1
248,578,1
248,660,1
248,724,1
249,295,1
249,504,1
250,298,1
251,314,1
251,550,1
255,338,1
255,488,1
255,491,1
255,797,1
255,979,1
257,275,1
257,434,1
259,429,1
260,320,1
260,765,1
260,812,1
261,471,1
261,526,1
261,570,1
262,390,-1
262,420,1
262,462,1
262,507,1
262,509,1
262,662,1
262,944,1
263,932,1
264,870,1
264,934,1
266,712,1
269,758,1
269,914,1
270,364,1
270,880,1
271,400,1
271,638,1
272,383,1
272,572,1
273,576,1
273,911,1
275,628,1
275,820,-1
275,963,1
276,340,-1
276,794,1
276,945,1
277,442,1
278,552,1
279,371,1
279,715,-1
280,917,1
280,966,1
281,606,1
281,752,1
282,396,1
283,587,1
283,623,1
284,350,1
284,503,1
284,571,1
284,800,1
285,947,1
286,444,1
286,602,-1
286,838,1
287,365,1
287,492,1
288,966,-1
291,769,1
292,574,-1
292,834,1
293,593,1
294,509,1
299,335,1
300,634,1
301,772,1
302,392,1
304,646,1
304,743,1
304,888,1
305,431,1
306,656,-1
307,410,1
308,525,1
308,735,1
308,844,1
309,382,1
309,535,1
309,640,1
309,650,1
310,828,-1
311,616,1
312,545,-1
314,478,1
315,622,1
316,638,1
317,748,1
319,793,1
320,463,1
320,701,1
321,381,1
322,987,1
324,335,1
324,663,1
324,986,1
325,416,1
325,831,1
327,965,-1
329,504,-1
329,825,1
329,885,1
331,548,1
332,385,1
332,580,1
332,828,1
333,522,1
334,666,1
334,843,1
334,914,-1
335,353,1
335,372,1
335,490,1
335,800,1
336,609,1
337,805,1
338,627,1
338,645,1
338,690,1
338,699,1
338,948,-1
340,694,1
342,355,1
345,354,1
346,578,1
347,366,-1
349,451,1
350,689,-1
350,898,1
353,398,1
353,673,1
353,769,1
353,912,1
354,362,1
354,457,1
354,530,1
354,551,1
354,748,1
354,962,1
355,725,1
356,532,1
357,372,1
357,927,1
357,981,1
361,574,1
361,940,1
363,998,1
364,437,1
364,687,1
367,393,1
367,516,1
367,643,-1
367,798,1
367,957,1
367,970,1
368,403,1
368,434,1
368,564,1
368,610,1
368,647,1
368,803,1
368,814,1
368,956,1
369,485,-1
374,694,1
374,876,1
375,463,1
375,743,1
375,781,1
375,810,-1
377,817,1
378,796,1
378,850,1
378,881,1
379,627,1
379,831,1
380,454,1
380,524,1
380,784,1
382,544,1
383,656,1
386,413,1
387,455,-1
387,572,1
387,643,1
387,867,1
387,940,1
388,389,1
388,432,1
388,510,-1
388,547,1
389,632,1
390,594,1
390,768,1
390,935,1
391,738,1
392,792,1
393,862,1
394,684,1
394,866,1
394,869,1
394,950,1
395,451,1
395,650,1
396,535,1
396,669,1
396,841,1
398,538,1
398,598,1
399,454,1
399,863,-1
399,920,1
400,982,1
401,429,1
401,456,-1
401,755,1
401,899,1
401,904,1
402,605,-1
404,812,1
405,459,1
405,615,1
408,539,1
408,658,1
409,419,1
409,427,1
409,614,-1
409,926,-1
411,860,1
411,978,1
413,611,1
413,999,1
415,933,1
416,440,1
416,500,1
418,565,1
418,810,1
419,452,1
420,482,1
420,868,1
424,466,1
425,443,1
425,588,1
425,640,-1
427,906,1
429,900,1
430,513,1
431,491,1
431,516,1
431,630,1
431,716,1
431,782,1
431,845,1
432,896,1
434,679,-1
437,834,1
438,837,1
440,851,1
441,523,1
442,458,-1
443,501,1
443,596,1
445,777,1
445,881,1
448,511,1
448,897,-1
448,913,1
451,818,1
452,558,1
453,518,1
454,619,1
454,736,1
455,715,1
456,558,-1
456,918,1
456,941,-1
463,484,-1
463,577,1
464,633,1
465,621,1
467,724,-1
469,799,-1
470,892,1
473,501,1
473,505,1
473,511,-1
473,699,1
473,705,1
476,482,-1
476,721,1
477,775,1
477,976,1
480,704,1
480,827,1
482,708,1
483,655,1
484,799,1
486,521,1
486,855,1
492,687,1
496,908,1
498,896,1
500,542,1
500,674,1
500,902,1
500,983,1
506,563,1
506,723,1
506,984,1
507,566,1
507,866,1
507,989,1
517,894,1
518,546,1
518,585,1
518,730,1
518,968,1
518,993,1
520,801,-1
521,809,1
524,669,1
524,783,1
524,972,1
525,809,1
525,888,1
526,686,1
530,949,1
532,567,1
532,788,1
533,816,1
536,565,1
536,787,1
538,749,1
540,549,1
540,580,1
540,732,-1
546,854,1
547,859,1
553,635,1
553,684,1
555,912,1
557,791,1
557,909,1
557,933,1
560,579,1
560,935,-1
564,676,1
564,921,1
565,833,1
566,626,1
570,589,1
573,707,1
574,620,1
577,708,1
579,909,1
579,967,1
582,942,1
587,746,1
590,903,1
591,937,1
594,850,1
596,717,1
596,775,1
596,788,1
597,946,1
597,999,1
599,612,1
599,767,-1
599,930,1
600,753,1
600,807,1
600,907,1
601,648,1
605,667,1
607,952,-1
609,751,1
609,997,1
612,613,1
612,621,1
613,729,1
613,790,1
614,731,1
614,820,1
615,730,1
619,686,1
619,859,1
624,654,-1
624,925,-1
625,815,1
625,871,1
626,970,1
628,740,1
634,736,1
640,875,1
643,773,1
643,839,1
643,984,1
647,697,1
647,903,1
648,773,1
648,821,1
652,741,1
659,857,1
660,951,1
661,734,-1
663,897,1
663,992,1
665,738,-1
676,732,1
676,960,1
677,908,1
677,977,1
678,991,1
683,720,1
688,777,-1
689,739,1
690,952,1
694,740,1
694,893,-1
702,746,1
706,719,1
717,722,1
717,742,1
719,720,1
730,739,1
731,864,1
733,995,1
737,980,1
742,797,1
745,770,-1
745,785,1
749,894,-1
750,836,1
755,891,1
758,913,1
767,772,1
772,929,1
775,956,1
779,890,1
779,928,1
781,910,-1
791,946,1
794,858,1
794,879,1
813,889,1
827,835,1
829,867,1
829,928,1
831,840,1
832,852,1
842,895,1
848,870,1
851,927,1
851,932,1
852,947,1
865,899,-1
870,945,1
907,988,1
910,972,1
918,925,1
942,953,1
